,genres,movie_name,movieId,year,Country
818,Drama,http://dbpedia.org/resource/Heavenly_Creatures,247,1994,United Kingdom
819,Drama,http://dbpedia.org/resource/Heavenly_Creatures,247,1994,Germany
820,Fantasy,http://dbpedia.org/resource/Heavenly_Creatures,247,1994,United Kingdom
821,Fantasy,http://dbpedia.org/resource/Heavenly_Creatures,247,1994,Germany
822,Romance,http://dbpedia.org/resource/Heavenly_Creatures,247,1994,United Kingdom
823,Romance,http://dbpedia.org/resource/Heavenly_Creatures,247,1994,Germany
824,Thriller,http://dbpedia.org/resource/Heavenly_Creatures,247,1994,United Kingdom
825,Thriller,http://dbpedia.org/resource/Heavenly_Creatures,247,1994,Germany
826,Comedy,http://dbpedia.org/resource/Arthur_(1981_film),3524,1981,United States of America
827,Romance,http://dbpedia.org/resource/Arthur_(1981_film),3524,1981,United States of America
828,Drama,http://dbpedia.org/resource/...And_Justice_for_All_(film),3420,1979,United States of America
829,Thriller,http://dbpedia.org/resource/...And_Justice_for_All_(film),3420,1979,United States of America
830,Comedy,http://dbpedia.org/resource/Being_There,1292,1979,United States of America
831,Adventure,http://dbpedia.org/resource/Hercules_(1997_film),1566,1997,United States of America
832,Animation,http://dbpedia.org/resource/Hercules_(1997_film),1566,1997,United States of America
833,Children's,http://dbpedia.org/resource/Hercules_(1997_film),1566,1997,United States of America
834,Comedy,http://dbpedia.org/resource/Hercules_(1997_film),1566,1997,United States of America
835,Musical,http://dbpedia.org/resource/Hercules_(1997_film),1566,1997,United States of America
836,Comedy,http://dbpedia.org/resource/Stranger_Than_Paradise,3925,1984,United States of America
837,Comedy,http://dbpedia.org/resource/Stranger_Than_Paradise,3925,1984,Germany
838,Action,http://dbpedia.org/resource/Wild_River_(film),376,1994,United States of America
839,Thriller,http://dbpedia.org/resource/Wild_River_(film),376,1994,United States of America
840,Animation,http://dbpedia.org/resource/A_Close_Shave,745,1995,United Kingdom
841,Comedy,http://dbpedia.org/resource/A_Close_Shave,745,1995,United Kingdom
842,Thriller,http://dbpedia.org/resource/A_Close_Shave,745,1995,United Kingdom
843,Action,http://dbpedia.org/resource/The_World_Is_Not_Enough,3082,1999,United States of America
844,Action,http://dbpedia.org/resource/The_World_Is_Not_Enough,3082,1999,United Kingdom
845,Thriller,http://dbpedia.org/resource/The_World_Is_Not_Enough,3082,1999,United States of America
846,Thriller,http://dbpedia.org/resource/The_World_Is_Not_Enough,3082,1999,United Kingdom
847,Drama,http://dbpedia.org/resource/Spartacus_(film),2728,1960,United States of America
848,Action,http://dbpedia.org/resource/Men_in_Black_(film),1580,1997,United States of America
849,Adventure,http://dbpedia.org/resource/Men_in_Black_(film),1580,1997,United States of America
850,Comedy,http://dbpedia.org/resource/Men_in_Black_(film),1580,1997,United States of America
851,Sci-Fi,http://dbpedia.org/resource/Men_in_Black_(film),1580,1997,United States of America
852,Drama,http://dbpedia.org/resource/Jungle_Fever,3426,1991,United States of America
853,Romance,http://dbpedia.org/resource/Jungle_Fever,3426,1991,United States of America
854,Crime,http://dbpedia.org/resource/The_Usual_Suspects,50,1995,United States of America
855,Thriller,http://dbpedia.org/resource/The_Usual_Suspects,50,1995,United States of America
856,Adventure,http://dbpedia.org/resource/Starman_(film),3699,1984,United States of America
857,Drama,http://dbpedia.org/resource/Starman_(film),3699,1984,United States of America
858,Romance,http://dbpedia.org/resource/Starman_(film),3699,1984,United States of America
859,Sci-Fi,http://dbpedia.org/resource/Starman_(film),3699,1984,United States of America
860,Drama,http://dbpedia.org/resource/The_Color_of_Money,2474,1986,United States of America
861,Action,http://dbpedia.org/resource/Runaway_Train_(film),2344,1985,United States of America
862,Adventure,http://dbpedia.org/resource/Runaway_Train_(film),2344,1985,United States of America
863,Drama,http://dbpedia.org/resource/Runaway_Train_(film),2344,1985,United States of America
864,Thriller,http://dbpedia.org/resource/Runaway_Train_(film),2344,1985,United States of America
865,Comedy,http://dbpedia.org/resource/Mona_Lisa_(film),2349,1986,United Kingdom
866,Thriller,http://dbpedia.org/resource/Mona_Lisa_(film),2349,1986,United Kingdom
867,Comedy,"http://dbpedia.org/resource/Good_Morning,_Vietnam",3448,1987,United States of America
868,Drama,"http://dbpedia.org/resource/Good_Morning,_Vietnam",3448,1987,United States of America
869,War,"http://dbpedia.org/resource/Good_Morning,_Vietnam",3448,1987,United States of America
870,Drama,http://dbpedia.org/resource/Flashdance,2942,1983,United States of America
871,Romance,http://dbpedia.org/resource/Flashdance,2942,1983,United States of America
872,Horror,http://dbpedia.org/resource/Friday_the_13th_(1980_film),1974,1980,United States of America
873,Drama,http://dbpedia.org/resource/Henry_V_(1989_film),1224,1989,United Kingdom
874,War,http://dbpedia.org/resource/Henry_V_(1989_film),1224,1989,United Kingdom
875,Comedy,http://dbpedia.org/resource/Harvey_(film),3088,1950,United States of America
876,Comedy,http://dbpedia.org/resource/The_Hudsucker_Proxy,471,1994,United States of America
877,Comedy,http://dbpedia.org/resource/The_Hudsucker_Proxy,471,1994,United Kingdom
878,Comedy,http://dbpedia.org/resource/The_Hudsucker_Proxy,471,1994,Germany
879,Romance,http://dbpedia.org/resource/The_Hudsucker_Proxy,471,1994,United States of America
880,Romance,http://dbpedia.org/resource/The_Hudsucker_Proxy,471,1994,United Kingdom
881,Romance,http://dbpedia.org/resource/The_Hudsucker_Proxy,471,1994,Germany
882,Film-Noir,http://dbpedia.org/resource/Cape_Fear_(1962_film),1344,1962,United States of America
883,Thriller,http://dbpedia.org/resource/Cape_Fear_(1962_film),1344,1962,United States of America
884,Thriller,http://dbpedia.org/resource/Cape_Fear_(1991_film),1343,1991,United States of America
885,Drama,http://dbpedia.org/resource/Restoration_(1995_film),43,1995,United States of America
886,Drama,http://dbpedia.org/resource/Restoration_(1995_film),43,1995,United Kingdom
887,Comedy,http://dbpedia.org/resource/The_Fisher_King,3108,1991,United States of America
888,Drama,http://dbpedia.org/resource/The_Fisher_King,3108,1991,United States of America
889,Romance,http://dbpedia.org/resource/The_Fisher_King,3108,1991,United States of America
890,Drama,http://dbpedia.org/resource/Nobody's_Fool_(1994_film),281,1994,United States of America
891,Drama,http://dbpedia.org/resource/The_Madness_of_King_George,272,1994,United Kingdom
892,Drama,http://dbpedia.org/resource/Nixon_(film),14,1995,United States of America
893,Drama,http://dbpedia.org/resource/Mr._Holland's_Opus,62,1995,United States of America
894,Drama,http://dbpedia.org/resource/Sling_Blade,1358,1996,United States of America
895,Thriller,http://dbpedia.org/resource/Sling_Blade,1358,1996,United States of America
896,Drama,http://dbpedia.org/resource/The_People_vs._Larry_Flynt,1120,1996,United States of America
897,Drama,http://dbpedia.org/resource/Affliction_(film),2439,1997,United States of America
898,Drama,http://dbpedia.org/resource/American_History_X,2329,1998,United States of America
899,Drama,http://dbpedia.org/resource/The_Hurricane_(1999_film),3178,1999,United States of America
900,Comedy,http://dbpedia.org/resource/Sweet_and_Lowdown,3129,1999,United States of America
901,Drama,http://dbpedia.org/resource/Sweet_and_Lowdown,3129,1999,United States of America
902,Animation,http://dbpedia.org/resource/Small_Soldiers,1920,1998,United States of America
903,Children's,http://dbpedia.org/resource/Small_Soldiers,1920,1998,United States of America
904,Fantasy,http://dbpedia.org/resource/Small_Soldiers,1920,1998,United States of America
905,War,http://dbpedia.org/resource/Small_Soldiers,1920,1998,United States of America
906,Animation,http://dbpedia.org/resource/Dumbo,1029,1941,United States of America
907,Children's,http://dbpedia.org/resource/Dumbo,1029,1941,United States of America
908,Musical,http://dbpedia.org/resource/Dumbo,1029,1941,United States of America
909,Drama,http://dbpedia.org/resource/Cobra_(1986_film),2777,1925,United States of America
910,Adventure,http://dbpedia.org/resource/The_Lord_of_the_Rings:_The_Two_Towers,2116,1978,United States of America
911,Adventure,http://dbpedia.org/resource/The_Lord_of_the_Rings:_The_Two_Towers,2116,1978,New Zealand
912,Animation,http://dbpedia.org/resource/The_Lord_of_the_Rings:_The_Two_Towers,2116,1978,United States of America
913,Animation,http://dbpedia.org/resource/The_Lord_of_the_Rings:_The_Two_Towers,2116,1978,New Zealand
914,Children's,http://dbpedia.org/resource/The_Lord_of_the_Rings:_The_Two_Towers,2116,1978,United States of America
915,Children's,http://dbpedia.org/resource/The_Lord_of_the_Rings:_The_Two_Towers,2116,1978,New Zealand
916,Sci-Fi,http://dbpedia.org/resource/The_Lord_of_the_Rings:_The_Two_Towers,2116,1978,United States of America
917,Sci-Fi,http://dbpedia.org/resource/The_Lord_of_the_Rings:_The_Two_Towers,2116,1978,New Zealand
918,Thriller,http://dbpedia.org/resource/Get_Carter,3947,1971,United Kingdom
919,Adventure,http://dbpedia.org/resource/Labyrinth_(film),1967,1986,United States of America
920,Adventure,http://dbpedia.org/resource/Labyrinth_(film),1967,1986,United Kingdom
921,Children's,http://dbpedia.org/resource/Labyrinth_(film),1967,1986,United States of America
922,Children's,http://dbpedia.org/resource/Labyrinth_(film),1967,1986,United Kingdom
923,Fantasy,http://dbpedia.org/resource/Labyrinth_(film),1967,1986,United States of America
924,Fantasy,http://dbpedia.org/resource/Labyrinth_(film),1967,1986,United Kingdom
925,Comedy,http://dbpedia.org/resource/The_Jerk,2109,1979,United States of America
926,Children's,http://dbpedia.org/resource/101_Dalmatians_(1996_film),1367,1996,United States of America
927,Comedy,http://dbpedia.org/resource/101_Dalmatians_(1996_film),1367,1996,United States of America
928,Animation,http://dbpedia.org/resource/One_Hundred_and_One_Dalmatians,2085,1961,United States of America
929,Children's,http://dbpedia.org/resource/One_Hundred_and_One_Dalmatians,2085,1961,United States of America
930,Action,http://dbpedia.org/resource/Sanjuro,2905,1962,Japan
931,Adventure,http://dbpedia.org/resource/Sanjuro,2905,1962,Japan
932,Drama,http://dbpedia.org/resource/Ring_(film),2226,1927,Japan
933,Adventure,http://dbpedia.org/resource/The_Great_Escape_(film),1262,1963,United States of America
934,War,http://dbpedia.org/resource/The_Great_Escape_(film),1262,1963,United States of America
935,Comedy,http://dbpedia.org/resource/SLC_Punk!,2596,1998,United States of America
936,Drama,http://dbpedia.org/resource/SLC_Punk!,2596,1998,United States of America
937,Documentary,http://dbpedia.org/resource/Baraka_(film),3677,1992,United States of America
938,Western,http://dbpedia.org/resource/Duel_in_the_Sun_(film),3792,1946,United States of America
939,Horror,http://dbpedia.org/resource/The_Omen,1350,1976,United States of America
940,Horror,http://dbpedia.org/resource/The_Omen,1350,1976,United Kingdom
941,Animation,http://dbpedia.org/resource/Pinocchio_(1940_film),596,1940,United States of America
942,Children's,http://dbpedia.org/resource/Pinocchio_(1940_film),596,1940,United States of America
943,War,http://dbpedia.org/resource/Underground_(1995_film),665,1995,Hungary
944,War,http://dbpedia.org/resource/Underground_(1995_film),665,1995,France
945,War,http://dbpedia.org/resource/Underground_(1995_film),665,1995,Germany
946,War,http://dbpedia.org/resource/Underground_(1995_film),665,1995,Czech Republic
947,War,http://dbpedia.org/resource/Underground_(1995_film),665,1995,Bulgaria
948,War,http://dbpedia.org/resource/Underground_(1995_film),665,1995,Yugoslavia
949,Romance,http://dbpedia.org/resource/Intolerance_(film),1574,1997,United States of America
950,Drama,http://dbpedia.org/resource/The_Rainmaker_(1997_film),1672,1997,United States of America
951,Drama,http://dbpedia.org/resource/Three_Kings_(1999_film),2890,1999,United States of America
952,War,http://dbpedia.org/resource/Three_Kings_(1999_film),2890,1999,United States of America
953,Drama,http://dbpedia.org/resource/Two_Women,3808,1961,Italy
954,Drama,http://dbpedia.org/resource/Two_Women,3808,1961,France
955,War,http://dbpedia.org/resource/Two_Women,3808,1961,Italy
956,War,http://dbpedia.org/resource/Two_Women,3808,1961,France
957,Action,http://dbpedia.org/resource/Willow_(film),2193,1988,United States of America
958,Action,http://dbpedia.org/resource/Willow_(film),2193,1988,United Kingdom
959,Adventure,http://dbpedia.org/resource/Willow_(film),2193,1988,United States of America
960,Adventure,http://dbpedia.org/resource/Willow_(film),2193,1988,United Kingdom
961,Fantasy,http://dbpedia.org/resource/Willow_(film),2193,1988,United States of America
962,Fantasy,http://dbpedia.org/resource/Willow_(film),2193,1988,United Kingdom
963,Comedy,http://dbpedia.org/resource/The_Man_with_Two_Brains,2111,1983,United States of America
964,Animation,http://dbpedia.org/resource/The_Rescuers,2090,1977,United States of America
965,Children's,http://dbpedia.org/resource/The_Rescuers,2090,1977,United States of America
966,Comedy,http://dbpedia.org/resource/Romy_and_Michele's_High_School_Reunion,1513,1997,United States of America
967,Action,http://dbpedia.org/resource/Starship_Troopers_(film),1676,1997,United States of America
968,Adventure,http://dbpedia.org/resource/Starship_Troopers_(film),1676,1997,United States of America
969,Sci-Fi,http://dbpedia.org/resource/Starship_Troopers_(film),1676,1997,United States of America
970,War,http://dbpedia.org/resource/Starship_Troopers_(film),1676,1997,United States of America
971,Comedy,http://dbpedia.org/resource/Notting_Hill_(film),2671,1999,United States of America
972,Comedy,http://dbpedia.org/resource/Notting_Hill_(film),2671,1999,United Kingdom
973,Romance,http://dbpedia.org/resource/Notting_Hill_(film),2671,1999,United States of America
974,Romance,http://dbpedia.org/resource/Notting_Hill_(film),2671,1999,United Kingdom
975,Drama,http://dbpedia.org/resource/Farewell_My_Concubine_(film),446,1993,People's Republic of China
976,Romance,http://dbpedia.org/resource/Farewell_My_Concubine_(film),446,1993,People's Republic of China
977,Mystery,http://dbpedia.org/resource/Lost_Highway_(film),1464,1997,United States of America
978,Mystery,http://dbpedia.org/resource/Lost_Highway_(film),1464,1997,France
979,Comedy,http://dbpedia.org/resource/Ghostbusters,2716,1984,United States of America
980,Horror,http://dbpedia.org/resource/Ghostbusters,2716,1984,United States of America
981,Crime,http://dbpedia.org/resource/Seven_(1995_film),47,1995,United States of America
982,Thriller,http://dbpedia.org/resource/Seven_(1995_film),47,1995,United States of America
983,Action,http://dbpedia.org/resource/Star_Trek_III:_The_Search_for_Spock,1375,1984,United States of America
984,Adventure,http://dbpedia.org/resource/Star_Trek_III:_The_Search_for_Spock,1375,1984,United States of America
985,Sci-Fi,http://dbpedia.org/resource/Star_Trek_III:_The_Search_for_Spock,1375,1984,United States of America
986,Animation,http://dbpedia.org/resource/Antz,2294,1998,United States of America
987,Children's,http://dbpedia.org/resource/Antz,2294,1998,United States of America
988,Drama,http://dbpedia.org/resource/Nell_(film),282,1994,United States of America
989,Comedy,"http://dbpedia.org/resource/Lock,_Stock_and_Two_Smoking_Barrels",2542,1998,United Kingdom
990,Crime,"http://dbpedia.org/resource/Lock,_Stock_and_Two_Smoking_Barrels",2542,1998,United Kingdom
991,Thriller,"http://dbpedia.org/resource/Lock,_Stock_and_Two_Smoking_Barrels",2542,1998,United Kingdom
992,Comedy,http://dbpedia.org/resource/Irma_la_Douce,3076,1963,United States of America
993,Action,http://dbpedia.org/resource/Super_Mario_Bros._(film),546,1993,United States of America
994,Adventure,http://dbpedia.org/resource/Super_Mario_Bros._(film),546,1993,United States of America
995,Children's,http://dbpedia.org/resource/Super_Mario_Bros._(film),546,1993,United States of America
996,Sci-Fi,http://dbpedia.org/resource/Super_Mario_Bros._(film),546,1993,United States of America
997,Comedy,http://dbpedia.org/resource/So_I_Married_an_Axe_Murderer,543,1993,United States of America
998,Romance,http://dbpedia.org/resource/So_I_Married_an_Axe_Murderer,543,1993,United States of America
999,Thriller,http://dbpedia.org/resource/So_I_Married_an_Axe_Murderer,543,1993,United States of America
1000,Action,http://dbpedia.org/resource/Shanghai_Noon,3624,2000,United States of America
1001,Action,http://dbpedia.org/resource/Shadow_of_the_Vampire,533,1994,United States of America
1002,Action,http://dbpedia.org/resource/Shadow_of_the_Vampire,533,1994,Luxembourg
1003,Action,http://dbpedia.org/resource/Shadow_of_the_Vampire,533,1994,United Kingdom
1004,Action,http://dbpedia.org/resource/Alien:_Resurrection,1690,1997,United States of America
1005,Horror,http://dbpedia.org/resource/Alien:_Resurrection,1690,1997,United States of America
1006,Sci-Fi,http://dbpedia.org/resource/Alien:_Resurrection,1690,1997,United States of America
1007,Comedy,http://dbpedia.org/resource/Back_to_the_Future_Part_III,2012,1990,United States of America
1008,Sci-Fi,http://dbpedia.org/resource/Back_to_the_Future_Part_III,2012,1990,United States of America
1009,Western,http://dbpedia.org/resource/Back_to_the_Future_Part_III,2012,1990,United States of America
1010,Comedy,http://dbpedia.org/resource/Back_to_the_Future_Part_II,2011,1989,United States of America
1011,Sci-Fi,http://dbpedia.org/resource/Back_to_the_Future_Part_II,2011,1989,United States of America
1012,Comedy,http://dbpedia.org/resource/The_Replacements_(film),3861,2000,United States of America
1013,Action,http://dbpedia.org/resource/Aliens_(film),1200,1986,United States of America
1014,Sci-Fi,http://dbpedia.org/resource/Aliens_(film),1200,1986,United States of America
1015,Thriller,http://dbpedia.org/resource/Aliens_(film),1200,1986,United States of America
1016,War,http://dbpedia.org/resource/Aliens_(film),1200,1986,United States of America
1017,Drama,"http://dbpedia.org/resource/They_Shoot_Horses,_Don't_They%3F_(film)",3011,1969,United States of America
1018,Comedy,http://dbpedia.org/resource/Women_in_Love_(film),927,1939,United Kingdom
1019,Action,http://dbpedia.org/resource/Buffalo_'66,1916,1998,United States of America
1020,Comedy,http://dbpedia.org/resource/Buffalo_'66,1916,1998,United States of America
1021,Drama,http://dbpedia.org/resource/Buffalo_'66,1916,1998,United States of America
1022,Drama,http://dbpedia.org/resource/Tie_Me_Up!_Tie_Me_Down!,1190,1990,Spain
1023,Comedy,http://dbpedia.org/resource/Fierce_Creatures,1425,1997,United States of America
1024,Comedy,http://dbpedia.org/resource/Fierce_Creatures,1425,1997,United Kingdom
1025,Drama,http://dbpedia.org/resource/Any_Given_Sunday,3173,1999,United States of America
1026,Drama,http://dbpedia.org/resource/Klute,1964,1971,United States of America
1027,Mystery,http://dbpedia.org/resource/Klute,1964,1971,United States of America
1028,Drama,http://dbpedia.org/resource/The_Way_We_Were,3194,1973,United States of America
1029,Comedy,http://dbpedia.org/resource/Sleepless_in_Seattle,539,1993,United States of America
1030,Romance,http://dbpedia.org/resource/Sleepless_in_Seattle,539,1993,United States of America
1031,Action,http://dbpedia.org/resource/The_7th_Voyage_of_Sinbad,3153,1958,United States of America
1032,Adventure,http://dbpedia.org/resource/The_7th_Voyage_of_Sinbad,3153,1958,United States of America
1033,Fantasy,http://dbpedia.org/resource/The_7th_Voyage_of_Sinbad,3153,1958,United States of America
1034,Comedy,http://dbpedia.org/resource/Tin_Cup,852,1996,United States of America
1035,Romance,http://dbpedia.org/resource/Tin_Cup,852,1996,United States of America
1036,Comedy,http://dbpedia.org/resource/Peter's_Friends,3045,1992,United Kingdom
1037,Drama,http://dbpedia.org/resource/Peter's_Friends,3045,1992,United Kingdom
1038,Comedy,http://dbpedia.org/resource/The_Naked_Gun:_From_the_Files_of_Police_Squad!,3868,1988,United States of America
1039,Action,http://dbpedia.org/resource/Predator_(film),3527,1987,United States of America
1040,Sci-Fi,http://dbpedia.org/resource/Predator_(film),3527,1987,United States of America
1041,Thriller,http://dbpedia.org/resource/Predator_(film),3527,1987,United States of America
1042,Drama,http://dbpedia.org/resource/Richard_III_(1995_film),41,1995,United Kingdom
1043,War,http://dbpedia.org/resource/Richard_III_(1995_film),41,1995,United Kingdom
1044,Drama,http://dbpedia.org/resource/Magnolia_(film),3160,1999,United States of America
1045,Drama,http://dbpedia.org/resource/The_Truman_Show,1682,1998,United States of America
1046,Drama,http://dbpedia.org/resource/Ridicule,1365,1996,France
1047,Sci-Fi,http://dbpedia.org/resource/Virtuosity,338,1995,United States of America
1048,Thriller,http://dbpedia.org/resource/Virtuosity,338,1995,United States of America
1049,Drama,http://dbpedia.org/resource/Courage_Under_Fire,647,1996,United States of America
1050,War,http://dbpedia.org/resource/Courage_Under_Fire,647,1996,United States of America
1051,Action,http://dbpedia.org/resource/Lethal_Weapon,2000,1987,United States of America
1052,Comedy,http://dbpedia.org/resource/Lethal_Weapon,2000,1987,United States of America
1053,Crime,http://dbpedia.org/resource/Lethal_Weapon,2000,1987,United States of America
1054,Drama,http://dbpedia.org/resource/Lethal_Weapon,2000,1987,United States of America
1055,Comedy,http://dbpedia.org/resource/Mother_India,1414,1996,India
1056,Musical,http://dbpedia.org/resource/Cabaret_(1972_film),3545,1972,United States of America
1057,War,http://dbpedia.org/resource/Cabaret_(1972_film),3545,1972,United States of America
1058,Comedy,http://dbpedia.org/resource/Mallrats,180,1995,United States of America
1059,Drama,"http://dbpedia.org/resource/Paris,_Texas_(film)",1305,1984,United States of America
1060,Drama,"http://dbpedia.org/resource/Paris,_Texas_(film)",1305,1984,France
1061,Drama,"http://dbpedia.org/resource/Paris,_Texas_(film)",1305,1984,United Kingdom
1062,Drama,"http://dbpedia.org/resource/Paris,_Texas_(film)",1305,1984,Germany
1063,Animation,http://dbpedia.org/resource/The_Rescuers_Down_Under,2089,1990,United States of America
1064,Children's,http://dbpedia.org/resource/The_Rescuers_Down_Under,2089,1990,United States of America
1065,Action,http://dbpedia.org/resource/Air_Force_One_(film),1608,1997,United States of America
1066,Thriller,http://dbpedia.org/resource/Air_Force_One_(film),1608,1997,United States of America
1067,Action,http://dbpedia.org/resource/Blues_Brothers_2000,1772,1998,Canada
1068,Action,http://dbpedia.org/resource/Blues_Brothers_2000,1772,1998,United States of America
1069,Comedy,http://dbpedia.org/resource/Blues_Brothers_2000,1772,1998,Canada
1070,Comedy,http://dbpedia.org/resource/Blues_Brothers_2000,1772,1998,United States of America
1071,Musical,http://dbpedia.org/resource/Blues_Brothers_2000,1772,1998,Canada
1072,Musical,http://dbpedia.org/resource/Blues_Brothers_2000,1772,1998,United States of America
1073,Comedy,http://dbpedia.org/resource/To_Catch_a_Thief,933,1955,United States of America
1074,Romance,http://dbpedia.org/resource/To_Catch_a_Thief,933,1955,United States of America
1075,Thriller,http://dbpedia.org/resource/To_Catch_a_Thief,933,1955,United States of America
1076,Thriller,http://dbpedia.org/resource/Topaz_(1969_film),2179,1969,United States of America
1077,Comedy,http://dbpedia.org/resource/The_Birdcage,141,1996,United States of America
1078,Drama,http://dbpedia.org/resource/Interiors,3813,1978,United States of America
1079,Drama,http://dbpedia.org/resource/Gloria_(1980_film),2479,1999,United States of America
1080,Thriller,http://dbpedia.org/resource/Gloria_(1980_film),2479,1999,United States of America
1081,Comedy,http://dbpedia.org/resource/Weird_Science_(film),2134,1985,United States of America
1082,Comedy,http://dbpedia.org/resource/Austin_Powers:_The_Spy_Who_Shagged_Me,2683,1999,United States of America
1083,Comedy,http://dbpedia.org/resource/Local_Hero,1238,1983,United Kingdom
1084,Drama,http://dbpedia.org/resource/Caligula_(film),2862,1980,United States of America
1085,Drama,http://dbpedia.org/resource/Caligula_(film),2862,1980,Italy
1086,Drama,http://dbpedia.org/resource/Caligula_(film),2862,1980,United Kingdom
1087,Horror,http://dbpedia.org/resource/Halloween_III:_Season_of_the_Witch,1984,1983,United States of America
1088,Action,http://dbpedia.org/resource/Wild_Wild_West,2701,1999,United States of America
1089,Sci-Fi,http://dbpedia.org/resource/Wild_Wild_West,2701,1999,United States of America
1090,Western,http://dbpedia.org/resource/Wild_Wild_West,2701,1999,United States of America
1091,Drama,http://dbpedia.org/resource/Twin_Peaks:_Fire_Walk_with_Me,3262,1992,United States of America
1092,Drama,http://dbpedia.org/resource/Twin_Peaks:_Fire_Walk_with_Me,3262,1992,France
1093,Mystery,http://dbpedia.org/resource/Twin_Peaks:_Fire_Walk_with_Me,3262,1992,United States of America
1094,Mystery,http://dbpedia.org/resource/Twin_Peaks:_Fire_Walk_with_Me,3262,1992,France
1095,Drama,http://dbpedia.org/resource/The_Morning_After_(1986_film),2749,1986,United States of America
1096,Mystery,http://dbpedia.org/resource/The_Morning_After_(1986_film),2749,1986,United States of America
1097,Comedy,http://dbpedia.org/resource/Peggy_Sue_Got_Married,2469,1986,United States of America
1098,Romance,http://dbpedia.org/resource/Peggy_Sue_Got_Married,2469,1986,United States of America
1099,Comedy,http://dbpedia.org/resource/A_Hard_Day's_Night_(film),2863,1964,United Kingdom
1100,Musical,http://dbpedia.org/resource/A_Hard_Day's_Night_(film),2863,1964,United Kingdom
1101,Western,http://dbpedia.org/resource/Pale_Rider,2401,1985,United States of America
1102,Action,http://dbpedia.org/resource/Excalibur_(film),2872,1981,United States of America
1103,Action,http://dbpedia.org/resource/Excalibur_(film),2872,1981,United Kingdom
1104,Drama,http://dbpedia.org/resource/Excalibur_(film),2872,1981,United States of America
1105,Drama,http://dbpedia.org/resource/Excalibur_(film),2872,1981,United Kingdom
1106,Fantasy,http://dbpedia.org/resource/Excalibur_(film),2872,1981,United States of America
1107,Fantasy,http://dbpedia.org/resource/Excalibur_(film),2872,1981,United Kingdom
1108,Romance,http://dbpedia.org/resource/Excalibur_(film),2872,1981,United States of America
1109,Romance,http://dbpedia.org/resource/Excalibur_(film),2872,1981,United Kingdom
1110,Action,http://dbpedia.org/resource/The_Mummy_(1999_film),2617,1999,United States of America
1111,Adventure,http://dbpedia.org/resource/The_Mummy_(1999_film),2617,1999,United States of America
1112,Horror,http://dbpedia.org/resource/The_Mummy_(1999_film),2617,1999,United States of America
1113,Thriller,http://dbpedia.org/resource/The_Mummy_(1999_film),2617,1999,United States of America
1114,Horror,http://dbpedia.org/resource/The_Mummy_(1932_film),2633,1932,United States of America
1115,Romance,http://dbpedia.org/resource/The_Mummy_(1932_film),2633,1932,United States of America
1116,Horror,http://dbpedia.org/resource/The_Mummy_(1959_film),2634,1959,United Kingdom
1117,Horror,http://dbpedia.org/resource/I_Know_What_You_Did_Last_Summer,1644,1997,United States of America
1118,Mystery,http://dbpedia.org/resource/I_Know_What_You_Did_Last_Summer,1644,1997,United States of America
1119,Thriller,http://dbpedia.org/resource/I_Know_What_You_Did_Last_Summer,1644,1997,United States of America
1120,Film-Noir,http://dbpedia.org/resource/Notorious_(1946_film),930,1946,United States of America
1121,Romance,http://dbpedia.org/resource/Notorious_(1946_film),930,1946,United States of America
1122,Thriller,http://dbpedia.org/resource/Notorious_(1946_film),930,1946,United States of America
1123,Action,http://dbpedia.org/resource/Mad_Max,3702,1979,Australia
1124,Sci-Fi,http://dbpedia.org/resource/Mad_Max,3702,1979,Australia
1125,Comedy,http://dbpedia.org/resource/Tampopo,3819,1986,Japan
1126,Drama,http://dbpedia.org/resource/Dancer_in_the_Dark,3910,2000,Norway
1127,Drama,http://dbpedia.org/resource/Dancer_in_the_Dark,3910,2000,Spain
1128,Drama,http://dbpedia.org/resource/Dancer_in_the_Dark,3910,2000,United States of America
1129,Drama,http://dbpedia.org/resource/Dancer_in_the_Dark,3910,2000,Finland
1130,Drama,http://dbpedia.org/resource/Dancer_in_the_Dark,3910,2000,Sweden
1131,Drama,http://dbpedia.org/resource/Dancer_in_the_Dark,3910,2000,Denmark
1132,Drama,http://dbpedia.org/resource/Dancer_in_the_Dark,3910,2000,Italy
1133,Drama,http://dbpedia.org/resource/Dancer_in_the_Dark,3910,2000,Netherlands
1134,Drama,http://dbpedia.org/resource/Dancer_in_the_Dark,3910,2000,France
1135,Drama,http://dbpedia.org/resource/Dancer_in_the_Dark,3910,2000,United Kingdom
1136,Drama,http://dbpedia.org/resource/Dancer_in_the_Dark,3910,2000,Germany
1137,Drama,http://dbpedia.org/resource/Dancer_in_the_Dark,3910,2000,Iceland
1138,Drama,http://dbpedia.org/resource/Dancer_in_the_Dark,3910,2000,Argentina
1139,Musical,http://dbpedia.org/resource/Dancer_in_the_Dark,3910,2000,Norway
1140,Musical,http://dbpedia.org/resource/Dancer_in_the_Dark,3910,2000,Spain
1141,Musical,http://dbpedia.org/resource/Dancer_in_the_Dark,3910,2000,United States of America
1142,Musical,http://dbpedia.org/resource/Dancer_in_the_Dark,3910,2000,Finland
1143,Musical,http://dbpedia.org/resource/Dancer_in_the_Dark,3910,2000,Sweden
1144,Musical,http://dbpedia.org/resource/Dancer_in_the_Dark,3910,2000,Denmark
